time,open,high,low,close,volume
2025-07-17,28.43,28.51,27.85,28.34,49707314
2025-07-18,28.47,28.69,27.98,28.25,38405157
2025-07-21,28.47,28.51,27.36,27.85,55069713
2025-07-22,27.54,28.43,27.14,28.43,61745933
2025-07-23,28.69,29.63,28.34,28.65,43878326
2025-07-24,28.69,28.74,27.85,28.43,43212687
2025-07-25,28.56,30.29,28.43,30.2,62177173
2025-07-28,30.91,31.85,30.6,31.8,49626394
2025-07-29,32.07,32.16,29.58,29.58,105060505
2025-07-30,29.85,30.34,29.05,30.11,62776552
2025-07-31,30.29,30.74,29.4,30.38,49403850
2025-08-01,30.2,30.91,29.4,29.49,56702136
2025-08-04,28.87,30.2,28.78,30.2,56745761
2025-08-05,30.56,31.89,28.87,30.78,91979440
2025-08-06,30.87,31.36,30.56,31.36,50118053
2025-08-07,31.8,31.8,30.87,31.22,37129932
2025-08-08,31.71,33.05,31.18,31.53,95461242
2025-08-11,31.8,33.53,31.36,33.31,59304473
2025-08-12,33.67,33.71,32.33,32.65,45402636
2025-08-13,32.91,33.0,31.62,32.65,67819371
2025-08-14,32.87,33.58,32.07,32.69,70476519
2025-08-15,33.22,33.36,32.2,32.47,58531479
2025-08-18,32.51,32.69,31.67,31.8,50263103
2025-08-19,31.53,33.13,31.53,32.65,59133343
2025-08-20,32.65,32.69,30.65,32.07,60370708
2025-08-21,32.16,33.67,32.07,32.91,72317891
2025-08-22,32.38,32.69,31.4,31.76,63840493
2025-08-25,32.33,33.58,31.85,32.56,69379704
2025-08-26,32.47,34.82,32.11,34.82,94414414
2025-08-27,35.93,36.6,35.62,35.75,59697657
2025-08-28,35.98,37.31,35.67,37.31,54968337
2025-08-29,38.15,39.22,37.49,37.49,52505993
2025-09-03,37.49,37.89,36.33,36.73,54169313
2025-09-04,36.95,37.84,36.55,37.58,33235681
2025-09-05,37.98,38.55,35.98,35.98,51558599
2025-09-08,35.8,36.95,35.62,35.71,72182595
2025-09-09,36.02,37.31,34.91,37.31,52025470
2025-09-10,38.02,38.55,37.0,37.71,43302438
2025-09-11,37.13,37.84,35.35,37.71,85957224
2025-09-12,38.06,38.11,36.91,37.22,34583133
2025-09-15,37.4,37.89,36.82,37.49,40547816
2025-09-16,38.2,38.2,36.95,36.95,37945795
2025-09-17,36.78,37.0,35.98,36.07,37954288
2025-09-18,36.29,36.78,35.8,36.24,26374752
2025-09-19,36.42,36.64,35.84,35.84,27884110
2025-09-22,35.98,36.2,34.82,34.91,43582719
2025-09-23,35.0,35.62,35.0,35.0,21449532
2025-09-24,35.09,35.75,34.24,35.75,36400576
2025-09-25,35.98,36.12,35.53,35.53,26015893
2025-09-26,35.43,35.48,34.61,34.61,38873142
2025-09-29,34.66,34.8,33.89,34.2,34435201
2025-09-30,34.25,35.34,33.98,35.12,38252127
2025-10-01,35.39,35.71,35.02,35.16,16981130
2025-10-02,35.21,35.48,34.34,34.48,21173988
2025-10-03,34.39,34.8,33.89,34.3,25075269
2025-10-06,35.07,36.66,35.02,36.66,53551974
2025-10-07,37.35,37.67,36.94,37.16,40573532
2025-10-08,38.03,38.71,36.94,37.53,53783538
2025-10-09,37.57,37.62,36.94,37.03,33479352
2025-10-10,37.26,37.8,36.98,37.07,29045560
2025-10-13,36.57,37.98,36.44,37.67,42293142
2025-10-14,38.58,39.44,37.35,37.35,65318592
2025-10-15,37.44,38.03,37.21,37.76,30134761
2025-10-16,37.98,38.49,37.48,37.67,29782632
2025-10-17,37.8,38.21,37.07,37.16,38994147
2025-10-20,37.12,38.08,34.57,34.57,70627248
2025-10-21,34.57,35.98,33.66,35.16,81234490
2025-10-22,35.34,35.34,33.89,35.02,32824521
2025-10-23,35.07,35.21,34.16,34.16,24303029
2025-10-24,33.89,34.07,32.52,32.79,82117726
