time,open,high,low,close,volume
2025-07-17,67.76,68.73,67.56,68.44,6850006
2025-07-18,68.44,69.89,67.66,68.63,7746874
2025-07-21,68.92,68.92,67.17,67.95,7606269
2025-07-22,67.95,68.34,66.98,68.34,7912554
2025-07-23,68.73,68.92,67.95,68.44,7553965
2025-07-24,68.93,68.93,67.75,68.44,6611350
2025-07-25,68.44,70.01,68.14,69.03,6473832
2025-07-28,69.52,69.91,68.54,69.13,9577988
2025-07-29,69.13,69.13,65.38,65.58,18369536
2025-07-30,66.47,66.86,65.09,66.07,13167433
2025-07-31,66.17,66.76,64.2,64.3,14558661
2025-08-01,64.4,65.68,64.2,64.2,8232595
2025-08-04,64.2,65.97,64.2,65.97,8215628
2025-08-05,66.27,68.44,64.99,68.24,15704906
2025-08-06,67.85,71.29,67.45,71.29,18016382
2025-08-07,71.59,71.69,70.5,71.29,8105016
2025-08-08,71.49,71.69,69.42,70.9,11125451
2025-08-11,70.9,72.57,70.6,71.0,10686203
2025-08-12,71.19,71.39,69.91,71.1,7814892
2025-08-13,71.39,71.39,68.93,69.82,11749045
2025-08-14,69.91,70.8,69.03,70.8,9938554
2025-08-15,70.9,71.19,68.73,69.42,9122157
2025-08-18,69.52,69.91,68.14,68.93,8208078
2025-08-19,68.93,68.93,66.96,66.96,14144388
2025-08-20,67.45,69.62,67.06,68.34,11471523
2025-08-21,68.34,70.5,68.14,69.91,12503773
2025-08-22,68.83,69.52,67.35,69.22,10910851
2025-08-25,69.22,69.52,67.55,67.75,6392472
2025-08-26,67.94,72.47,67.55,72.47,16825728
2025-08-27,73.85,75.43,73.46,73.85,12575457
2025-08-28,73.85,76.12,73.36,76.12,11889870
2025-08-29,76.81,77.0,75.43,76.81,9411617
2025-09-03,75.72,76.41,74.54,74.64,8076082
2025-09-04,74.84,76.31,72.77,76.31,12041813
2025-09-05,76.81,77.1,73.85,73.85,9778613
2025-09-08,73.36,75.62,72.87,72.87,13722262
2025-09-09,73.46,74.84,72.57,74.84,6940217
2025-09-10,74.44,75.13,73.36,74.34,7774276
2025-09-11,74.25,78.19,72.87,77.59,18135707
2025-09-12,77.59,78.19,76.61,77.79,7908487
2025-09-15,77.79,78.38,76.91,78.28,8403827
2025-09-16,78.38,80.15,77.69,79.07,8936871
2025-09-17,78.58,79.86,76.81,76.81,8307393
2025-09-18,76.81,77.3,75.53,77.3,8724263
2025-09-19,77.3,77.69,76.22,77.4,4282595
2025-09-22,76.71,76.71,74.84,75.33,8132520
2025-09-23,75.62,77.0,75.13,76.61,4471236
2025-09-24,76.51,77.99,75.92,77.99,4396211
2025-09-25,77.59,77.79,76.91,77.79,5306248
2025-09-26,77.1,77.89,76.71,76.71,4086442
2025-09-29,76.71,76.71,75.43,75.82,6027119
2025-09-30,75.62,76.61,75.03,76.51,7821516
2025-10-01,76.31,77.1,76.02,76.51,4992436
2025-10-02,76.61,77.3,75.72,75.92,4731035
2025-10-03,75.82,76.22,74.25,75.82,9676970
2025-10-06,77.2,77.5,76.02,76.41,9456645
2025-10-07,76.81,78.28,76.31,76.81,7206504
2025-10-08,77.79,80.06,77.3,79.56,17350628
2025-10-09,79.56,80.65,79.27,80.25,7791717
2025-10-10,80.15,80.75,79.37,80.75,7599600
2025-10-13,79.96,81.73,79.76,81.73,7971132
2025-10-14,82.62,83.7,81.14,82.91,12106352
2025-10-15,82.71,83.4,81.73,82.03,5697998
2025-10-16,82.03,83.5,81.73,83.21,6639067
2025-10-17,83.5,84.59,82.52,83.21,9887629
2025-10-20,85.67,86.56,78.58,79.66,14241862
2025-10-21,81.04,81.73,79.27,81.73,12073027
2025-10-22,81.73,83.21,80.35,83.21,8212646
2025-10-23,84.68,85.47,83.31,84.39,9163005
2025-10-24,84.19,84.59,81.53,84.39,9661384
2025-10-27,84.39,84.39,79.76,79.76,9895556
2025-10-28,79.66,83.11,79.17,82.91,8286285
2025-10-29,81.73,83.11,81.73,82.81,5080239
2025-10-30,82.91,83.11,82.22,82.62,5656340
2025-10-31,82.62,82.71,80.75,81.34,6458177
2025-11-03,81.73,82.03,79.76,79.76,6153121
2025-11-04,79.66,80.75,77.3,80.55,13694914
2025-11-05,80.25,80.25,78.87,78.97,4684623
2025-11-06,79.07,79.76,77.59,79.07,4504729
2025-11-07,78.38,79.27,74.34,75.33,8654756
2025-11-10,75.13,78.09,75.13,75.62,7283809
2025-11-11,76.31,77.89,76.31,76.81,5885763
2025-11-12,76.81,79.27,76.71,79.27,5087433
2025-11-13,78.87,79.27,78.28,78.87,3802423
2025-11-14,77.99,80.75,77.99,80.15,3956866
2025-11-17,79.96,81.14,79.96,81.14,4519774
2025-11-18,81.24,81.93,80.65,81.73,4422687
2025-11-19,81.73,81.93,80.35,81.14,6069611
2025-11-20,81.04,81.04,79.56,79.76,5083959
2025-11-21,79.17,79.17,76.91,78.78,8338133
2025-11-24,79.07,79.17,77.99,78.09,4153218
2025-11-25,77.79,78.58,77.3,77.3,4227051
2025-11-26,77.3,78.97,77.3,78.97,4737820
2025-11-27,78.78,78.87,78.28,78.78,3508603
2025-11-28,78.78,78.87,77.99,78.68,3029654
2025-12-01,78.48,78.87,78.28,78.78,2958562
2025-12-02,78.58,78.87,78.09,78.78,3955587
2025-12-03,78.97,84.19,78.97,83.4,15197878
2025-12-04,83.7,84.88,83.31,84.49,7090399
2025-12-05,84.39,84.39,82.81,83.8,6828086
2025-12-08,83.01,83.8,82.22,83.6,4624216
2025-12-09,83.21,83.21,81.24,82.71,6678500
2025-12-10,81.93,83.11,81.24,81.73,4892572
2025-12-11,81.73,82.32,81.04,81.04,3018422
2025-12-12,81.04,81.04,77.3,77.3,8904933
2025-12-15,77.2,77.99,76.41,76.51,5333075
2025-12-16,76.61,80.75,76.31,80.75,7557182
2025-12-17,80.65,81.73,79.56,80.65,4834478
2025-12-18,80.06,80.35,79.27,80.35,3497534
2025-12-19,80.25,81.73,80.06,81.63,5444701
2025-12-22,81.43,83.7,81.43,83.7,7864386
2025-12-23,83.7,86.65,83.6,86.16,13845499
2025-12-24,86.26,86.65,85.67,86.65,6363952
2025-12-25,86.65,88.62,84.68,84.68,8100547
2025-12-26,82.91,85.67,81.34,85.67,9319567
2025-12-29,84.88,86.36,84.78,85.77,6233005
2025-12-30,85.67,87.15,85.28,87.15,7756817
2025-12-31,86.65,87.05,86.26,87.05,4809589
2026-01-05,86.56,86.85,84.49,86.06,5955490
2026-01-06,85.47,87.93,85.47,87.44,6395953
2026-01-07,87.64,88.52,86.95,88.43,5002616
2026-01-08,88.43,88.43,84.88,86.16,10553367
2026-01-09,85.08,86.16,84.29,84.68,6478828
2026-01-12,84.68,86.16,83.7,86.16,8480759
2026-01-13,86.16,87.34,84.88,85.77,6665781
2026-01-14,85.77,85.96,83.8,84.68,6960701
2026-01-15,83.7,85.57,82.71,82.71,7644838
2026-01-16,82.52,86.06,82.52,85.67,7681629
2026-01-19,86.06,86.06,84.19,85.37,3064668
2026-01-20,85.37,86.95,84.68,84.68,6852049
2026-01-21,84.59,84.59,83.11,84.09,5391117
2026-01-22,83.7,85.28,83.7,85.18,5455469
2026-01-23,85.28,86.36,84.49,84.49,6729151
2026-01-26,84.49,84.59,82.62,82.81,6038095
2026-01-27,82.91,84.49,82.71,83.7,5422260
2026-01-28,83.6,84.49,83.01,84.19,6093346
2026-01-29,84.39,88.13,83.99,88.13,15907018
2026-01-30,88.62,91.97,88.43,91.48,20870077
2026-02-02,91.68,92.46,89.12,92.27,13880579
2026-02-03,92.96,92.96,90.1,90.1,10141335
2026-02-04,90.1,90.49,89.21,90.4,7665775
2026-02-05,90.3,90.4,88.82,88.82,5650088
2026-02-06,88.33,88.52,84.68,87.05,13827011
2026-02-09,87.64,88.62,87.15,87.93,5460959
2026-02-10,88.33,88.33,86.46,87.93,5956991
2026-02-11,88.13,90.49,87.93,90.49,8996971
2026-02-12,91.08,92.46,89.71,91.48,7897621
2026-02-13,90.49,91.77,90.1,91.38,5516405
2026-02-23,91.48,91.68,89.71,90.59,5014042
2026-02-24,90.2,90.79,89.12,90.79,6609898
2026-02-25,90.79,92.66,90.59,91.58,8145400
2026-02-26,91.58,92.86,91.08,92.17,5018845
2026-02-27,92.27,92.46,91.18,91.68,5231125
2026-03-02,90.4,90.79,88.62,88.62,10752394
2026-03-03,88.82,89.8,85.57,86.85,13390243
